STATS,Autoc,contr,corrm,corrp,cprom,cshad,dissi,energ,entro,homom,homop,maxpr,sosvh,savgh,svarh,senth,dvarh,denth, inf1h, inf2h,indnc,idmnc
Sample(6)3,25.422,0.17034,0.98361,0.98361,754.57,-0.78728,0.12842,0.098998,2.5355,0.94094,0.93963,0.11821,25.37,9.0135,64.317,2.4026,0.17034,0.39713,-0.78059,0.98034,0.98614,0.99751
Sample(6)4,25.481,0.18426,0.98245,0.98245,760.52,-0.64617,0.14349,0.096219,2.5723,0.9334,0.93202,0.11822,25.434,9.0164,64.228,2.4273,0.18426,0.42893,-0.76274,0.97881,0.98446,0.99729
Sample(6)5,25.369,0.16697,0.9842,0.9842,768.48,-0.5258,0.12576,0.099616,2.5283,0.94222,0.94092,0.12189,25.31,8.9822,64.314,2.3982,0.16697,0.39142,-0.78402,0.98063,0.98643,0.99756
Sample(6)6,25.471,0.1855,0.98239,0.98239,767.8,-0.88199,0.13436,0.098617,2.5473,0.93917,0.93755,0.11991,25.421,9.0107,64.534,2.4035,0.1855,0.40995,-0.77481,0.97986,0.98558,0.9973
Sample(6)7,25.136,0.26545,0.97516,0.97516,772.84,1.5565,0.1875,0.090536,2.6736,0.91628,0.91356,0.12246,25.118,8.9277,62.828,2.4686,0.26545,0.51575,-0.71315,0.97384,0.97995,0.99614
Sample(6)8,25.484,0.16871,0.98393,0.98393,763.13,-1.1798,0.13095,0.098434,2.5407,0.93929,0.93802,0.12028,25.428,9.0151,64.495,2.4074,0.16871,0.40294,-0.7781,0.98014,0.98583,0.99752
Sample(6)9,25.399,0.22787,0.97841,0.97841,766.16,-0.32424,0.16285,0.09389,2.615,0.92649,0.92445,0.12236,25.375,8.9967,63.868,2.4405,0.22787,0.46801,-0.74223,0.9769,0.98254,0.99671
Sample(6)10,25.338,0.2008,0.98112,0.98112,773.1,0.14406,0.13864,0.09824,2.5552,0.93782,0.93619,0.12207,25.297,8.9708,64.14,2.4085,0.2008,0.41716,-0.77083,0.97951,0.98519,0.99713
Sample(6)11,25.406,0.18798,0.98199,0.98199,755.98,-0.79337,0.14208,0.09667,2.5685,0.93468,0.93316,0.11784,25.371,9.007,64.068,2.4206,0.18798,0.42649,-0.76468,0.97899,0.98467,0.99725
Sample(6)12,25.335,0.20234,0.98068,0.98068,757.59,-0.25086,0.15572,0.094057,2.6036,0.92808,0.92647,0.1171,25.292,8.989,63.568,2.4446,0.20234,0.45379,-0.74786,0.97745,0.98316,0.99702
Sample(6)13,25.386,0.21009,0.97995,0.97995,758.67,0.16643,0.15606,0.094641,2.6042,0.92899,0.92701,0.11802,25.354,9.0005,63.844,2.4355,0.21009,0.45587,-0.74743,0.9774,0.9832,0.99692
Sample(6)14,25.403,0.19893,0.98106,0.98106,761.79,-0.48962,0.15069,0.09536,2.5904,0.93095,0.92921,0.11797,25.376,9.0003,63.947,2.4322,0.19893,0.44458,-0.75406,0.97802,0.98374,0.99707
Sample(6)15,25.347,0.17384,0.98353,0.98353,767.83,0.49104,0.12498,0.10025,2.5229,0.9433,0.94191,0.1198,25.298,8.9794,64.338,2.3911,0.17384,0.38891,-0.78646,0.98081,0.98659,0.99749
Sample(6)16,25.356,0.19492,0.98141,0.98141,761.55,0.14001,0.14438,0.096594,2.5741,0.93425,0.93248,0.11959,25.319,8.9913,63.964,2.4196,0.19492,0.43188,-0.76211,0.97876,0.98446,0.99715
Sample(6)17,25.367,0.19542,0.98132,0.98132,758.63,0.14002,0.14601,0.096395,2.5765,0.93336,0.93166,0.11903,25.317,8.9963,63.94,2.4229,0.19542,0.43474,-0.76061,0.97861,0.98427,0.99713
Sample(6)18,25.356,0.17397,0.98346,0.98346,766,0.1216,0.13463,0.097936,2.5515,0.93786,0.93641,0.12206,25.303,8.9854,64.079,2.4112,0.17397,0.41154,-0.77286,0.9797,0.98544,0.99743
Sample(6)19,25.371,0.16614,0.98414,0.98414,759.25,0.30362,0.12909,0.098842,2.5364,0.94022,0.93893,0.11893,25.316,8.9926,64.189,2.4042,0.16614,0.39928,-0.78002,0.98029,0.98603,0.99755
Sample(6)20,25.427,0.20241,0.98077,0.98077,764.15,-0.64077,0.15257,0.095071,2.5956,0.93011,0.92837,0.11804,25.396,9.0037,63.993,2.4349,0.20241,0.44816,-0.75147,0.97777,0.98355,0.99703
Sample(6)21,25.371,0.20326,0.98068,0.98068,759.65,0.1258,0.1511,0.095367,2.591,0.93094,0.92925,0.11888,25.335,8.9915,63.861,2.4325,0.20326,0.44467,-0.7537,0.97798,0.98373,0.99703
Sample(6)22,25.342,0.18685,0.98233,0.98233,771.26,-0.46096,0.13993,0.097365,2.5652,0.93611,0.93444,0.12366,25.302,8.9777,64.013,2.4159,0.18685,0.42266,-0.7662,0.97911,0.98492,0.99726
Sample(6)23,25.439,0.18085,0.98282,0.98282,763.21,-0.5104,0.13381,0.098489,2.5473,0.93889,0.93742,0.12065,25.389,9.0034,64.39,2.407,0.18085,0.4087,-0.77455,0.97982,0.9856,0.99736
Sample(6)24,25.404,0.13852,0.98689,0.98689,774.14,-0.57856,0.098919,0.10509,2.451,0.95525,0.9541,0.12497,25.331,8.9871,65.119,2.3438,0.13852,0.32914,-0.82111,0.98341,0.98939,0.998
Sample(6)25,25.358,0.21198,0.97993,0.97993,767.73,-0.081018,0.1537,0.09539,2.5956,0.93037,0.92845,0.12073,25.317,8.9852,63.886,2.4297,0.21198,0.45042,-0.7514,0.97776,0.9835,0.99692
Sample(6)26,25.377,0.18365,0.98232,0.98232,747.03,0.98506,0.13764,0.097745,2.5595,0.93736,0.93559,0.11738,25.334,9.0053,64.103,2.4094,0.18365,0.41839,-0.76884,0.97934,0.98518,0.99729
Sample(6)27,25.244,0.1953,0.98154,0.98154,768.93,0.38314,0.14632,0.096311,2.5797,0.93311,0.93138,0.12178,25.199,8.9556,63.633,2.4237,0.1953,0.43582,-0.75916,0.97848,0.98423,0.99714
Sample(6)28,25.442,0.18455,0.98264,0.98264,777.62,-1.1469,0.13795,0.097912,2.5591,0.93714,0.93546,0.12544,25.398,8.9934,64.4,2.4111,0.18455,0.41849,-0.76905,0.97936,0.98514,0.99728
Sample(6)29,25.378,0.15614,0.9851,0.9851,763.86,0.28346,0.12111,0.10037,2.5128,0.94385,0.94269,0.1219,25.318,8.9925,64.401,2.3895,0.15614,0.3815,-0.79137,0.98121,0.98689,0.9977
Sample(6)30,25.303,0.15948,0.98453,0.98453,739.62,-0.62217,0.12295,0.099786,2.5216,0.94304,0.94187,0.11609,25.234,8.9955,64.006,2.3961,0.15948,0.38542,-0.78694,0.98085,0.9867,0.99766
Sample(6)31,25.381,0.19366,0.98156,0.98156,763.59,0.45348,0.14682,0.096012,2.5794,0.93256,0.93094,0.11816,25.332,8.9946,63.953,2.4267,0.19366,0.43642,-0.75916,0.97848,0.98415,0.99716
Sample(6)32,25.34,0.18899,0.98206,0.98206,766.69,0.020186,0.1423,0.096882,2.5714,0.93499,0.93327,0.12086,25.287,8.9817,63.952,2.4186,0.18899,0.42785,-0.76338,0.97887,0.98466,0.99722
Sample(6)33,25.34,0.18166,0.98286,0.98286,769.04,1.066,0.13667,0.098208,2.5536,0.93748,0.93591,0.12413,25.295,8.9736,64.107,2.4092,0.18166,0.41553,-0.77126,0.97953,0.98527,0.99733
Sample(6)34,25.511,0.17884,0.98298,0.98298,760.23,0.2099,0.12957,0.099161,2.537,0.94104,0.93964,0.11841,25.465,9.0211,64.658,2.4017,0.17884,0.39886,-0.77979,0.98027,0.98608,0.99742
Sample(6)35,25.393,0.19417,0.98151,0.98151,764.77,-0.14468,0.14155,0.09717,2.5669,0.93566,0.93403,0.12082,25.356,8.998,64.112,2.4171,0.19417,0.425,-0.76541,0.97905,0.98479,0.99718
Sample(6)36,25.436,0.18143,0.98274,0.98274,762.83,-0.65945,0.13239,0.098807,2.544,0.93983,0.93829,0.12081,25.392,9.0048,64.419,2.4031,0.18143,0.40583,-0.77631,0.97998,0.98577,0.99736
Sample(6)37,25.471,0.16757,0.98399,0.98399,765.02,-0.7592,0.12427,0.1,2.5221,0.94302,0.94177,0.12237,25.415,9.0159,64.612,2.3942,0.16757,0.38754,-0.78682,0.98084,0.98661,0.99757
Sample(6)38,25.386,0.21702,0.97944,0.97944,766.63,-0.12235,0.15598,0.095006,2.5988,0.92947,0.92753,0.12061,25.364,8.9926,63.928,2.4325,0.21702,0.45462,-0.75003,0.97764,0.98327,0.99686
Sample(6)39,25.367,0.209,0.98015,0.98015,762.84,-0.63441,0.14321,0.097658,2.5682,0.93638,0.93438,0.12068,25.326,8.9907,64.164,2.409,0.209,0.42808,-0.76466,0.97897,0.98473,0.997
Sample(6)40,25.541,0.19352,0.9815,0.9815,758.56,-1.011,0.14475,0.096324,2.5744,0.93365,0.93208,0.1178,25.498,9.0348,64.438,2.4235,0.19352,0.4317,-0.76183,0.97873,0.9844,0.99718
Sample(6)41,25.358,0.18965,0.9821,0.9821,775.02,0.14795,0.14549,0.096217,2.5799,0.93303,0.93142,0.12321,25.299,8.9786,63.918,2.4278,0.18965,0.43404,-0.75898,0.97846,0.98428,0.9972
Sample(6)42,25.394,0.20613,0.98049,0.98049,769.79,-0.82573,0.15605,0.094559,2.6033,0.92856,0.92675,0.12232,25.345,8.9921,63.86,2.4395,0.20613,0.4552,-0.74788,0.97744,0.98317,0.99696
Sample(6)43,25.405,0.18256,0.98253,0.98253,760.93,0.29332,0.13582,0.09804,2.5525,0.93802,0.93643,0.11819,25.344,9.005,64.226,2.4085,0.18256,0.41372,-0.7724,0.97966,0.98537,0.99733
Sample(6)44,25.433,0.19837,0.98103,0.98103,751.71,0.41528,0.15129,0.095056,2.5935,0.93038,0.92876,0.12021,25.395,9.0119,63.949,2.4369,0.19837,0.4452,-0.75228,0.97784,0.98366,0.99708
Sample(6)45,25.479,0.21292,0.97983,0.97983,765.5,-1.0854,0.15172,0.095497,2.5914,0.93143,0.92963,0.11986,25.451,9.0126,64.221,2.4308,0.21292,0.44528,-0.75375,0.978,0.98374,0.99693
Sample(6)46,25.497,0.20031,0.98107,0.98107,769.14,-0.76382,0.15562,0.094232,2.6052,0.92821,0.92648,0.11927,25.471,9.0123,64.113,2.4436,0.20031,0.4545,-0.74703,0.97737,0.98317,0.99703
Sample(6)47,25.463,0.20525,0.98056,0.98056,771.01,-1.2335,0.15294,0.09521,2.5949,0.93026,0.92844,0.12283,25.43,9.0081,64.15,2.4326,0.20525,0.44901,-0.75198,0.97783,0.98353,0.99699
Sample(6)48,25.421,0.19755,0.98139,0.98139,773.23,-0.65741,0.14791,0.096091,2.5841,0.93253,0.93071,0.12251,25.373,8.9918,64.148,2.4255,0.19755,0.43934,-0.75717,0.97831,0.98407,0.9971
Sample(6)49,25.39,0.22538,0.97871,0.97871,772.26,-0.53018,0.16654,0.092957,2.6279,0.92419,0.92222,0.12193,25.35,8.9909,63.695,2.4528,0.22538,0.4752,-0.73608,0.9763,0.98208,0.9967
Sample(6)50,25.492,0.17099,0.98367,0.98367,762.77,-0.78713,0.13312,0.09813,2.5481,0.93844,0.93702,0.11929,25.435,9.0207,64.473,2.4097,0.17099,0.40842,-0.77442,0.97982,0.98559,0.99747
Sample(7)1,25.332,0.42137,0.9597,0.9597,746.97,0.65028,0.31192,0.072008,2.9152,0.8587,0.85441,0.11296,25.399,9.0143,61.71,2.594,0.42137,0.70374,-0.59762,0.95742,0.96646,0.9938
Sample(7)2,25.236,0.51125,0.95151,0.95151,745.85,0.36947,0.36149,0.06721,2.9949,0.83962,0.83357,0.11026,25.352,8.9932,61.258,2.6151,0.51125,0.77137,-0.55957,0.94995,0.96137,0.99251
Sample(7)3,25.401,0.55178,0.94721,0.94721,733.29,-1.039,0.38041,0.065202,3.0251,0.83248,0.82595,0.10783,25.531,9.0446,61.577,2.624,0.55178,0.79439,-0.545,0.94673,0.95947,0.99197
Sample(7)4,25.33,0.54519,0.94852,0.94852,748.02,-0.67504,0.37938,0.065624,3.0227,0.83275,0.82612,0.10832,25.458,9.0128,61.471,2.6226,0.54519,0.79373,-0.54585,0.94689,0.95955,0.99203
Sample(7)5,25.204,0.73629,0.93061,0.93061,742.45,-0.43046,0.4351,0.062613,3.1057,0.82015,0.81031,0.10726,25.431,9.0036,61.168,2.6254,0.73629,0.87232,-0.50625,0.93711,0.95465,0.98958
Sample(7)6,25.278,0.57575,0.94543,0.94543,742.98,0.26571,0.39055,0.064594,3.0394,0.82907,0.82213,0.10963,25.425,9.0089,61.257,2.6268,0.57575,0.80762,-0.53806,0.94512,0.95848,0.99165
Sample(7)7,25.277,0.52158,0.95033,0.95033,744.51,-0.84899,0.36956,0.066208,3.0086,0.83599,0.82976,0.11002,25.396,9.0083,61.286,2.6204,0.52158,0.78051,-0.55279,0.94846,0.9605,0.99235
